doc_id,dis_id
270,700
270,701
270,1114
271,737
271,738
271,739
271,741
271,742
272,90
272,92
272,93
272,96
272,363
272,634
272,709
272,710
272,822
272,825
272,1138
273,89
273,90
273,92
273,93
273,96
273,634
273,708
273,709
273,710
273,822
274,56
274,61
274,158
274,159
274,160
275,68
275,71
275,73
275,127
275,878
275,884
275,885
275,886
275,889
275,921
275,941
275,1082
276,68
276,71
276,73
276,127
276,878
276,884
276,885
276,886
276,889
276,921
276,941
276,1082
277,42
277,45
277,47
277,780
277,781
277,782
277,783
277,784
279,62
279,361
279,362
279,780
279,781
279,783
279,797
279,798
279,799
279,822
279,823
279,825
279,853
279,965
279,970
279,1055
279,1112
281,14
281,15
281,99
281,364
281,426
281,979
281,1010
281,1011
281,1018
281,1052
281,1158
282,941
283,32
283,33
283,99
283,164
283,861
283,868
283,869
284,100
284,102
284,105
284,106
284,585
284,598
284,604
284,605
284,606
284,609
284,610
284,613
284,616
284,624
284,625
285,124
285,125
285,699
286,102
286,105
286,614
286,616
286,617
287,100
287,102
287,106
287,583
287,584
287,585
287,596
287,606
287,609
287,621
287,624
287,625
287,630
288,100
288,102
288,104
288,106
288,624
288,625
289,100
289,102
289,106
289,606
289,609
289,610
289,613
289,616
289,624
289,625
289,630
290,100
290,102
290,105
290,106
290,585
290,606
290,609
290,610
290,613
290,616
290,624
290,625
290,630
291,100
291,102
291,105
291,106
291,606
291,610
291,624
291,625
291,630
291,633
292,100
292,102
292,105
292,106
292,584
292,585
292,590
292,606
292,610
292,613
292,616
292,624
292,625
292,630
292,633
294,71
294,77
294,78
294,83
294,84
294,87
294,88
294,156
294,493
294,499
294,536
294,566
294,689
294,910
294,1075
294,1111
294,1113
295,34
295,52
295,83
295,115
295,116
295,118
295,122
295,123
295,374
295,1100
296,164
296,781
296,782
296,783
296,784
297,34
297,52
297,115
297,116
297,118
297,122
297,123
297,684
297,705
297,1100
298,4
298,88
298,121
298,679
298,688
298,689
298,725
300,4
300,121
300,679
300,688
300,689
300,725
302,5
302,34
302,91
302,115
302,117
302,122
302,123
302,164
302,165
302,188
302,236
302,703
302,722
302,768
302,775
302,1100
302,1115
302,1124
303,39
303,91
303,93
303,115
303,116
303,139
303,140
303,143
303,160
303,461
303,709
303,710
303,837
303,1115
306,699
307,56
307,61
307,62
307,137
307,138
307,158
307,159
307,160
307,204
307,240
307,532
307,947
307,963
307,966
307,972
307,1059
308,71
308,77
308,78
308,83
308,84
308,87
308,88
308,499
308,536
308,566
308,689
308,910
308,1075
308,1111
308,1113
309,153
309,298
309,300
309,305
309,364
310,4
310,5
310,6
310,7
310,31
310,44
310,45
310,47
310,119
310,126
310,131
310,157
310,159
310,165
310,228
310,230
310,406
310,834
310,873
310,874
310,1087
310,1088
310,1089
310,1090
310,1091
310,1126
311,52
311,71
311,90
311,115
311,127
311,131
311,878
311,910
312,71
312,910
312,911
312,914
312,915
312,921
312,1078
313,121
313,578
313,679
313,689
313,725
314,71
314,77
314,78
314,83
314,84
314,87
314,156
314,499
314,536
314,566
314,648
314,689
314,910
314,1075
314,1111
314,1113
314,1116
316,42
316,45
316,47
316,98
316,795
316,796
316,797
316,798
316,803
316,822
316,823
316,825
316,863
317,14
317,21
317,24
317,34
317,35
317,42
317,45
317,49
317,56
317,61
317,78
317,158
317,162
317,163
317,364
317,389
317,808
317,809
317,816
317,952
317,977
317,1025
318,99
318,164
318,1075
318,1085
319,1056
319,1075
319,1082
319,1083
319,1084
319,1085
319,1105
320,110
320,112
320,737
320,739
320,747
320,748
320,750
320,756
320,757
320,1130
321,110
321,112
321,741
321,747
321,748
321,750
321,756
321,1130
322,110
322,737
322,739
323,764
323,1117
323,1118
324,110
324,737
324,739
324,746
325,110
325,112
325,745
325,747
326,110
326,112
326,745
326,747
327,737
327,739
329,30
329,32
329,33
329,861
329,872
329,1109
330,56
330,61
330,62
330,135
330,137
330,138
330,159
330,160
330,240
330,267
330,961
330,963
330,966
330,972
331,32
331,33
331,99
331,861
331,869
331,872
333,27
333,32
333,223
333,239
333,834
333,835
333,842
333,843
333,861
334,27
334,32
334,223
334,239
334,834
334,835
334,842
334,843
334,861
334,1119
335,31
335,32
335,33
335,1119
335,1120
336,14
336,21
336,25
336,137
336,240
336,267
336,981
336,1003
336,1010
336,1163
337,5
337,121
337,165
337,214
337,689
337,1100
338,13
338,14
338,17
338,21
338,24
338,25
338,240
338,995
338,1003
339,32
339,33
339,835
339,861
339,872
339,1119
339,1120
340,32
340,33
340,699
340,835
340,861
340,869
340,872
340,1119
341,737
341,739
342,110
342,112
342,737
342,738
342,739
342,741
342,742
342,747
342,756
343,110
343,112
343,737
343,738
343,739
343,741
343,742
343,745
345,110
345,112
345,745
345,747
345,748
346,110
346,112
346,745
346,747
346,748
348,110
348,112
348,113
348,739
348,748
349,32
349,33
349,834
349,835
349,861
350,32
350,33
350,164
350,835
350,861
350,869
351,361
351,363
351,868
352,108
352,110
352,113
352,737
352,746
352,747
352,748
353,110
353,112
353,748
353,1130
354,108
354,110
354,113
354,737
354,747
354,748
355,108
355,110
355,113
355,745
355,747
355,748
356,110
356,737
356,745
356,746
356,747
356,748
356,1130
357,110
357,737
357,745
357,747
357,748
358,108
358,110
358,113
358,737
358,745
358,747
358,748
359,756
361,14
361,15
361,17
361,21
361,24
361,25
361,135
361,137
361,138
361,204
361,240
361,364
361,426
361,1003
361,1025
361,1027
362,34
362,47
362,52
362,115
362,116
362,1100
362,1121
365,52
365,98
365,773
365,784
365,798
370,71
370,76
370,77
370,78
370,84
370,689
370,910
370,911
370,912
370,914
370,1116
371,14
371,15
371,17
371,20
371,21
371,23
371,24
371,25
371,240
371,364
373,118
373,119
373,122
373,676
373,677
373,684
373,1100
375,56
375,59
375,61
375,62
375,135
375,137
375,138
375,160
375,267
375,970
375,972
377,102
377,105
377,106
377,583
377,584
377,585
377,606
378,5
378,34
378,52
378,115
378,710
378,1100
379,14
379,24
379,25
379,34
379,35
379,42
379,44
379,45
379,389
379,769
379,816
379,952
382,24
382,426
382,977
382,1004
383,32
383,33
383,99
383,835
383,842
383,861
383,1109
383,1120
384,32
384,33
384,861
385,56
385,61
385,135
385,137
385,138
385,191
385,204
385,972
387,68
387,71
387,73
387,127
387,129
387,878
387,910
387,915
388,13
388,14
388,21
388,24
388,25
388,1003
388,1009
388,1010
388,1012
390,13
390,14
390,21
390,24
390,25
390,42
390,44
390,45
390,46
390,47
390,56
390,61
390,158
390,159
390,364
390,389
390,808
390,809
390,952
390,1059
391,14
391,21
391,24
391,25
391,364
391,1003
391,1009
391,1010
391,1012
392,34
392,35
392,52
392,115
392,116
392,236
392,715
392,1115
392,1124
392,1140
393,15
393,21
393,24
393,25
393,995
393,1009
393,1010
393,1011
394,14
394,17
394,21
394,24
394,25
394,135
394,137
394,138
394,204
394,240
394,364
394,1003
394,1009
394,1010
394,1012
395,110
395,112
395,747
396,118
396,121
396,122
396,123
396,680
396,685
396,1100
398,30
398,32
398,33
398,837
398,842
398,844
398,861
398,1119
400,89
400,90
400,92
400,93
400,96
400,646
400,708
400,709
400,717
402,11
402,14
402,21
402,24
402,42
402,45
402,47
402,56
402,61
402,78
402,158
402,162
402,364
402,952
402,977
402,1059
404,78
404,569
404,910
404,1116
404,1121
406,71
406,73
406,164
410,71
410,73
410,164
410,910
414,48
414,78
414,83
414,162
414,164
414,165
414,402
414,406
414,412
414,433
414,457
414,461
414,501
414,977
414,1018
414,1100
416,32
416,33
416,164
416,835
416,861
416,1119
418,156
418,492
418,493
418,494
418,1111
420,68
420,69
420,71
420,72
420,73
420,126
420,127
420,129
422,68
422,69
422,71
422,73
422,77
422,78
422,83
422,84
422,910
422,911
422,912
422,913
422,1113
424,100
424,104
424,106
424,606
424,621
424,624
424,625
424,630
426,5
426,34
426,47
426,52
426,91
426,115
426,122
426,123
426,159
426,160
426,236
426,1100
428,32
428,33
428,204
428,224
428,363
428,848
428,861
428,869
428,1119
432,100
432,102
432,104
432,105
432,106
432,583
432,584
432,585
432,606
432,610
432,624
432,625
432,630
434,5
434,90
434,91
434,115
434,446
438,54
438,56
438,59
438,60
438,61
438,62
438,63
438,135
438,137
438,138
438,158
438,159
438,160
438,198
438,202
438,947
438,956
438,963
438,966
438,970
438,972
438,973
438,975
438,1059
438,1110
440,34
440,44
440,47
440,52
440,91
440,115
440,116
440,122
440,123
440,159
440,160
440,236
440,710
440,1100
442,6
442,75
442,88
442,115
442,116
442,531
442,532
442,834
444,89
444,90
444,92
444,93
444,634
444,641
444,709
444,710
446,65
446,71
446,73
446,574
446,886
446,888
446,889
446,904
446,1078
446,1080
446,1122
446,1133
446,1162
448,68
448,69
448,73
448,164
448,1079
448,1082
448,1083
450,88
450,531
450,532
450,1048
452,21
452,24
452,25
452,135
452,137
452,138
452,240
452,267
452,983
452,993
452,995
452,1010
454,13
454,21
454,24
454,135
454,137
454,138
454,204
454,240
454,267
454,983
454,1010
456,13
456,14
456,15
456,21
456,24
456,33
456,99
456,135
456,137
456,138
456,204
456,240
456,267
456,426
456,983
456,995
456,1009
456,1010
458,90
458,92
458,93
458,96
458,634
458,708
458,709
458,710
460,13
460,59
460,162
460,163
460,165
460,417
460,421
460,433
464,34
464,35
464,42
464,44
464,45
464,46
464,47
464,50
464,52
464,97
464,768
464,773
464,775
464,786
464,787
466,78
466,83
466,84
466,87
466,545
466,648
466,911
466,913
466,914
466,1113
468,13
468,21
468,24
468,25
468,135
468,137
468,138
468,204
468,240
468,267
468,983
468,995
468,1009
468,1010
470,31
470,32
470,135
470,137
470,138
470,198
470,835
470,842
470,861
470,1119
470,1120
472,10
472,14
472,17
472,21
472,24
472,25
472,135
472,137
472,138
472,240
472,267
472,364
472,1010
472,1018
474,162
474,163
474,164
474,165
474,330
474,402
474,405
474,406
474,417
474,433
474,949
476,98
476,780
476,781
476,783
476,804
478,530
478,534
478,535
478,549
480,5
480,34
480,39
480,45
480,52
480,91
480,92
480,93
480,96
480,115
480,118
480,123
480,705
480,709
480,710
480,774
480,775
480,1100
482,34
482,52
482,115
482,118
482,122
482,123
482,684
482,705
482,1100
486,65
486,72
486,446
486,904
488,5
488,13
488,14
488,24
488,34
488,52
488,56
488,71
488,78
488,83
488,115
488,118
488,123
488,131
488,159
488,160
488,165
488,574
488,873
488,878
488,905
488,1100
488,1113
492,71
492,164
492,910
492,911
492,912
492,913
492,914
494,71
494,560
494,910
494,911
494,912
494,913
494,914
496,108
496,110
496,112
496,113
496,739
496,745
496,748
496,767
498,164
498,911
498,912
498,913
498,914
500,108
500,110
500,113
500,745
500,748
500,767
502,108
502,110
502,113
502,745
502,748
502,767
504,91
504,122
504,165
504,236
504,382
504,1100
504,1115
506,44
506,52
506,71
506,78
506,83
506,84
506,115
506,156
506,164
506,165
506,560
506,648
506,912
506,1098
506,1113
508,44
508,52
508,71
508,75
508,78
508,83
508,156
508,164
508,165
508,560
508,648
508,911
508,912
508,914
508,1113
512,5
512,21
512,25
512,31
512,52
512,71
512,93
512,98
512,99
512,122
512,126
512,133
512,165
512,834
512,878
512,1100
512,1120
514,73
514,908
514,910
514,911
514,913
514,914
514,1113
516,73
516,910
516,911
516,912
516,913
516,914
518,71
518,83
518,84
518,560
518,910
518,914
518,1111
520,851
520,852
522,32
522,33
522,99
522,194
522,861
522,868
522,1119
524,68
524,71
524,72
524,73
524,83
524,878
524,905
524,910
524,911
524,912
524,913
524,914
524,1113
526,68
526,71
526,72
526,73
526,83
526,878
526,905
526,910
526,911
526,912
526,913
526,914
526,1113
528,68
528,71
528,72
528,73
528,83
528,878
528,905
528,910
528,911
528,912
528,913
528,914
528,1113
530,68
530,69
530,71
530,73
530,83
530,910
530,911
530,912
530,913
530,914
530,1113
552,5
552,13
552,31
552,47
552,59
552,119
552,122
552,156
552,165
552,699
552,1100
552,1112
552,1115
556,164
556,697
556,822
556,872
556,977
556,1049
556,1081
560,124
560,125
560,164
560,363
560,590
560,697
560,699
560,872
566,32
566,33
566,194
566,861
566,1119
568,125
568,164
568,697
568,699
568,872
570,1079
570,1083
570,1084
572,31
572,32
572,33
572,239
572,842
572,861
572,1119
572,1120
576,71
576,72
576,73
576,911
576,912
576,913
576,914
578,71
578,73
578,911
578,912
578,913
578,914
580,34
580,45
580,52
580,115
580,116
580,118
580,122
580,123
580,1100
584,68
584,71
584,72
584,73
584,911
584,912
584,913
584,914
584,1079
584,1080
584,1083
584,1084
590,11
590,13
590,14
590,15
590,17
590,20
590,21
590,24
590,25
590,135
590,136
590,137
590,138
590,198
590,204
590,240
590,364
590,1004
590,1010
590,1012
592,11
592,14
592,15
592,21
592,24
592,25
592,364
592,1004
592,1010
592,1012
592,1163
596,14
596,15
596,21
596,24
596,138
596,240
596,364
596,989
596,1003
596,1009
596,1010
596,1021
598,68
598,71
598,73
598,84
598,127
598,129
598,908
598,910
598,915
598,929
598,1079
598,1080
598,1081
598,1082
598,1083
598,1084
598,1121
602,11
602,13
602,14
602,15
602,17
602,20
602,21
602,23
602,24
602,25
602,364
602,426
602,994
602,1010
606,108
606,110
606,113
606,745
606,747
606,748
610,108
610,110
610,113
610,745
610,748
612,108
612,110
612,113
612,737
612,745
612,747
612,748
614,738
614,739
614,746
616,108
616,110
616,112
616,113
616,739
616,745
616,748
616,767
620,108
620,110
620,113
620,737
620,745
620,747
620,748
622,108
622,110
622,113
622,745
622,747
622,748
624,110
624,737
624,739
624,745
624,747
624,748
626,110
626,737
626,745
626,747
626,748
628,110
628,737
628,745
628,747
628,748
628,1130
632,31
632,32
632,33
632,137
632,138
632,267
632,842
632,861
632,1119
632,1120
634,11
